division,compID,location,date,college,first_name,last_name,playerid,position,result,score
DI,1295,"Bakersfield, Ca",3/24/18,LMU,Jessie,Prichard,252,1,1,"21-9, 21-14"
DI,1295,"Bakersfield, Ca",3/24/18,LMU,Savannah ,Slattery,244,1,1,"21-9, 21-14"
DI,1295,"Bakersfield, Ca",3/24/18,Cal State Bakersfield,Desiree,Sukhov,1455,2,0,"12-21, 21-13, 15-8"
DI,1295,"Bakersfield, Ca",3/24/18,Cal State Bakersfield,Sarah,Garrow,433,2,0,"12-21, 21-13, 15-8"
DI,1295,"Bakersfield, Ca",3/24/18,LMU,McKayla,Ferris,1167,2,1,"12-21, 21-13, 15-8"
DI,1295,"Bakersfield, Ca",3/24/18,LMU,Sara,Kovac,250,2,1,"12-21, 21-13, 15-8"
DI,1295,"Bakersfield, Ca",3/24/18,Cal State Bakersfield,Emily,Lopes,436,3,0,"21-13, 21-9"
DI,1295,"Bakersfield, Ca",3/24/18,Cal State Bakersfield,Mattison,Degarmo,771,3,0,"21-13, 21-9"
DI,1295,"Bakersfield, Ca",3/24/18,LMU,Kekai,Whitford,246,3,1,"21-13, 21-9"
DI,1295,"Bakersfield, Ca",3/24/18,LMU,Chloe,Reinig,1164,3,1,"21-13, 21-9"
DI,1295,"Bakersfield, Ca",3/24/18,Cal State Bakersfield,Aleksandra,Djordjevic,1970,4,0,"21-14, 21-18"
DI,1295,"Bakersfield, Ca",3/24/18,Cal State Bakersfield,Briannah,Mariner,1451,4,0,"21-14, 21-18"
DI,1295,"Bakersfield, Ca",3/24/18,LMU,Emma,Doud,249,4,1,"21-14, 21-18"
DI,1295,"Bakersfield, Ca",3/24/18,LMU,Veronica,Nederend,245,4,1,"21-14, 21-18"
DI,1295,"Bakersfield, Ca",3/24/18,Cal State Bakersfield,Hannah,Manzanares,429,5,0,"21-13, 21-13"
DI,1295,"Bakersfield, Ca",3/24/18,Cal State Bakersfield,Sydney,Wicks,893,5,0,"21-13, 21-13"
DI,1295,"Bakersfield, Ca",3/24/18,LMU,Bozena,Culo,1009,5,1,"21-13, 21-13"
DI,1295,"Bakersfield, Ca",3/24/18,LMU,Maddie ,Leiphardt ,229,5,1,"21-13, 21-13"
DI,1296,"Salem, Or",3/24/18,Oregon,Lindsey,Vander Weide,166,1,0,"21-12, 21-14"
DI,1296,"Salem, Or",3/24/18,Oregon,Taylor,Agost,164,1,0,"21-12, 21-14"
DI,1296,"Salem, Or",3/24/18,Portland,Cali,Thompson,268,1,1,"21-12, 21-14"
DI,1296,"Salem, Or",3/24/18,Portland,Tani,Stephens ,273,1,1,"21-12, 21-14"
DI,1296,"Salem, Or",3/24/18,Oregon,Willow,Johnson ,168,2,0,"18-21, 21-14, 15-8"
DI,1296,"Salem, Or",3/24/18,Oregon,Lauren ,Page,167,2,0,"18-21, 21-14, 15-8"
DI,1296,"Salem, Or",3/24/18,Portland,Katie,Barker,269,2,1,"18-21, 21-14, 15-8"
DI,1296,"Salem, Or",3/24/18,Portland,Morgan,Robinson,266,2,1,"18-21, 21-14, 15-8"
DI,1296,"Salem, Or",3/24/18,Oregon,August,Raskie,802,3,0,"10-21, 21-14, 15-12"
DI,1296,"Salem, Or",3/24/18,Oregon,Josie,Cole,1444,3,0,"10-21, 21-14, 15-12"
DI,1296,"Salem, Or",3/24/18,Portland,Sarah,Savoca,271,3,1,"10-21, 21-14, 15-12"
DI,1296,"Salem, Or",3/24/18,Portland,Carey,Williams,1320,3,1,"10-21, 21-14, 15-12"
DI,1296,"Salem, Or",3/24/18,Oregon,Kyra,Hanawahine,1445,4,0,"24-22, 21-13"
DI,1296,"Salem, Or",3/24/18,Oregon,Marine,Hall-Poirier,170,4,0,"24-22, 21-13"
DI,1296,"Salem, Or",3/24/18,Portland,Kassidy,Naone,1319,4,1,"24-22, 21-13"
DI,1296,"Salem, Or",3/24/18,Portland,Lauren,Naatz,274,4,1,"24-22, 21-13"
DI,1296,"Salem, Or",3/24/18,Oregon,Ronika,Stone,803,5,1,"21-19, 21-11"
DI,1296,"Salem, Or",3/24/18,Oregon,Maggie,Scott,175,5,1,"21-19, 21-11"
DI,1296,"Salem, Or",3/24/18,Portland,Liz,Reich,1317,5,0,"21-19, 21-11"
DI,1296,"Salem, Or",3/24/18,Portland,McKenzie,Schwan,1315,5,0,"21-19, 21-11"
DI,1297,"Stockton, Ca",3/24/18,Pacific,Andie,Shelton,306,1,1,"10-21, 22-20, 15-7"
DI,1297,"Stockton, Ca",3/24/18,Pacific,Skylar,Wine,315,1,1,"10-21, 22-20, 15-7"
DI,1297,"Stockton, Ca",3/24/18,USF,Anna,Dalla Vecchia,1502,1,0,"10-21, 22-20, 15-7"
DI,1297,"Stockton, Ca",3/24/18,USF,Julia,Topor,1507,1,0,"10-21, 22-20, 15-7"
DI,1297,"Stockton, Ca",3/24/18,Pacific,Roni,Long,1313,2,1,"21-16, 21-17"
DI,1297,"Stockton, Ca",3/24/18,Pacific,Kaitlyn,Lines,1312,2,1,"21-16, 21-17"
DI,1297,"Stockton, Ca",3/24/18,USF,Haley,Howell,1503,2,0,"21-16, 21-17"
DI,1297,"Stockton, Ca",3/24/18,USF,Carly,Lowry,410,2,0,"21-16, 21-17"
DI,1297,"Stockton, Ca",3/24/18,Pacific,Alex,Holt,313,3,1,"15-21, 21-17, 15-6"
DI,1297,"Stockton, Ca",3/24/18,Pacific,Katrin,Gotterba,307,3,1,"15-21, 21-17, 15-6"
DI,1297,"Stockton, Ca",3/24/18,USF,Camille,Araujo,415,3,0,"15-21, 21-17, 15-6"
DI,1297,"Stockton, Ca",3/24/18,USF,Erica,Ronda,1506,3,0,"15-21, 21-17, 15-6"
DI,1297,"Stockton, Ca",3/24/18,Pacific,Emily,Baptista,311,4,1,"21-10, 23-21"
DI,1297,"Stockton, Ca",3/24/18,Pacific,Hanne,De Schrijver,1311,4,1,"21-10, 23-21"
DI,1297,"Stockton, Ca",3/24/18,USF,Sabrina,Blackwell,1499,4,0,"21-10, 23-21"
DI,1297,"Stockton, Ca",3/24/18,USF,Nora,Buvarp Lavik ,408,4,0,"21-10, 23-21"
DI,1297,"Stockton, Ca",3/24/18,Pacific,Ashlyn,Fleming,312,5,1,"21-16, 21-12"
DI,1297,"Stockton, Ca",3/24/18,Pacific,Taylor,Poncetta,308,5,1,"21-16, 21-12"
DI,1297,"Stockton, Ca",3/24/18,USF,Pi'ikea,Clemens,1501,5,0,"21-16, 21-12"
DI,1297,"Stockton, Ca",3/24/18,USF,Shannon,Levinson,407,5,0,"21-16, 21-12"
DI,1298,"Baton Rouge, La",3/24/18,College of Charleston,Katja,Ehlers,440,1,0,"21-19, 21-11"
DI,1298,"Baton Rouge, La",3/24/18,College of Charleston,Krissy,Mummey,444,1,0,"21-19, 21-11"
DI,1298,"Baton Rouge, La",3/24/18,FAU,Carly,Scarborough,797,1,1,"21-19, 21-11"
DI,1298,"Baton Rouge, La",3/24/18,FAU,Amanda,Silva,1043,1,1,"21-19, 21-11"
DI,1298,"Baton Rouge, La",3/24/18,College of Charleston,Devon,Rachel,441,2,0,"22-24, 21-15, 15-9"
DI,1298,"Baton Rouge, La",3/24/18,College of Charleston,Mckala,Rhodes,439,2,0,"22-24, 21-15, 15-9"
DI,1298,"Baton Rouge, La",3/24/18,FAU,Jessalyn,Kinlaw,299,2,1,"22-24, 21-15, 15-9"
DI,1298,"Baton Rouge, La",3/24/18,FAU,Gabrielle,Dischler,297,2,1,"22-24, 21-15, 15-9"
DI,1298,"Baton Rouge, La",3/24/18,College of Charleston,Riana ,Brennan,438,3,0,"16-21, 21-18, 15-12"
DI,1298,"Baton Rouge, La",3/24/18,College of Charleston,Kennedy,Madison,437,3,0,"16-21, 21-18, 15-12"
DI,1298,"Baton Rouge, La",3/24/18,FAU,Megan,McGrath,1045,3,1,"16-21, 21-18, 15-12"
DI,1298,"Baton Rouge, La",3/24/18,FAU,Erica,Brok,1040,3,1,"16-21, 21-18, 15-12"
DI,1298,"Baton Rouge, La",3/24/18,College of Charleston,Allison,Beckman,442,4,1,"21-19, 21-13"
DI,1298,"Baton Rouge, La",3/24/18,College of Charleston,Lauren,Freed,445,4,1,"21-19, 21-13"
DI,1298,"Baton Rouge, La",3/24/18,FAU,Nicole,Navarro,304,4,0,"21-19, 21-13"
DI,1298,"Baton Rouge, La",3/24/18,FAU,Kaila,Dorish,1046,4,0,"21-19, 21-13"
DI,1298,"Baton Rouge, La",3/24/18,College of Charleston,Logan,Manusky,1470,5,0,"21-10, 21-12"
DI,1298,"Baton Rouge, La",3/24/18,College of Charleston,Taylor,Foley,443,5,0,"21-10, 21-12"
DI,1298,"Baton Rouge, La",3/24/18,FAU,Julia,Lewkowicz,301,5,1,"21-10, 21-12"
DI,1298,"Baton Rouge, La",3/24/18,FAU,Brittany,Pellitteri,298,5,1,"21-10, 21-12"
DI,1299,"Baton Rouge, La",3/24/18,College of Charleston,Krissy,Mummey,444,1,1,"21-14, 19-21, 15-9"
DI,1299,"Baton Rouge, La",3/24/18,College of Charleston,Katja,Ehlers,440,1,1,"21-14, 19-21, 15-9"
DI,1299,"Baton Rouge, La",3/24/18,New Orleans,Victoria,Corcoran,526,1,0,"21-14, 19-21, 15-9"
DI,1299,"Baton Rouge, La",3/24/18,New Orleans,Rachel,Kuhn,530,1,0,"21-14, 19-21, 15-9"
DI,1299,"Baton Rouge, La",3/24/18,College of Charleston,Mckala,Rhodes,439,2,1,"21-8, 21-19"
DI,1299,"Baton Rouge, La",3/24/18,College of Charleston,Devon,Rachel,441,2,1,"21-8, 21-19"
DI,1299,"Baton Rouge, La",3/24/18,New Orleans,Cara,Sander,529,2,0,"21-8, 21-19"
DI,1299,"Baton Rouge, La",3/24/18,New Orleans,Veronica,Corcoran,522,2,0,"21-8, 21-19"
DI,1299,"Baton Rouge, La",3/24/18,College of Charleston,Riana ,Brennan,438,3,1,"21-10, 21-18"
DI,1299,"Baton Rouge, La",3/24/18,College of Charleston,Kennedy,Madison,437,3,1,"21-10, 21-18"
DI,1299,"Baton Rouge, La",3/24/18,New Orleans,Madison,Miller,851,3,0,"21-10, 21-18"
DI,1299,"Baton Rouge, La",3/24/18,New Orleans,Brianna,Vega,532,3,0,"21-10, 21-18"
DI,1299,"Baton Rouge, La",3/24/18,College of Charleston,Taylor,Foley,443,4,1,"21-12, 21-8"
DI,1299,"Baton Rouge, La",3/24/18,College of Charleston,Logan,Manusky,1470,4,1,"21-12, 21-8"
DI,1299,"Baton Rouge, La",3/24/18,New Orleans,Ally,Carr,1638,4,0,"21-12, 21-8"
DI,1299,"Baton Rouge, La",3/24/18,New Orleans,Rhyan ,Rand,2003,4,0,"21-12, 21-8"
DI,1299,"Baton Rouge, La",3/24/18,College of Charleston,Lauren,Freed,445,5,1,"21-15, 18-21, 15-9"
DI,1299,"Baton Rouge, La",3/24/18,College of Charleston,Allison,Beckman,442,5,1,"21-15, 18-21, 15-9"
DI,1299,"Baton Rouge, La",3/24/18,New Orleans,Kaitlyn,Grice,1991,5,0,"21-15, 18-21, 15-9"
DI,1299,"Baton Rouge, La",3/24/18,New Orleans,Jordan,Schumacher,1640,5,0,"21-15, 18-21, 15-9"
DI,1300,"Jefferson City, Tn",3/24/18,Austin Peay State ,Ginny,Gerig,659,1,1,"21-10, 24-22"
DI,1300,"Jefferson City, Tn",3/24/18,Austin Peay State ,Cecily,Gable,657,1,1,"21-10, 24-22"
DII,1300,"Jefferson City, Tn",3/24/18,Carson-Newman,Kelly,Hughes,635,1,0,"21-10, 24-22"
DII,1300,"Jefferson City, Tn",3/24/18,Carson-Newman,Morgan,Harlan,563,1,0,"21-10, 24-22"
DI,1300,"Jefferson City, Tn",3/24/18,Austin Peay State ,Brooke,Moore,1152,2,1,"21-18, 22-20"
DI,1300,"Jefferson City, Tn",3/24/18,Austin Peay State ,Caroline,Waite,1153,2,1,"21-18, 22-20"
DII,1300,"Jefferson City, Tn",3/24/18,Carson-Newman,Montgomery,Sauter,1382,2,0,"21-18, 22-20"
DII,1300,"Jefferson City, Tn",3/24/18,Carson-Newman,Aryana,Fazelnia,1388,2,0,"21-18, 22-20"
DI,1300,"Jefferson City, Tn",3/24/18,Austin Peay State ,Haley,Turner,1156,3,1,"21-15, 21-6"
DI,1300,"Jefferson City, Tn",3/24/18,Austin Peay State ,Jenna,Panning,654,3,1,"21-15, 21-6"
DII,1300,"Jefferson City, Tn",3/24/18,Carson-Newman,Lauren,Williams,1384,3,0,"21-15, 21-6"
DII,1300,"Jefferson City, Tn",3/24/18,Carson-Newman,Summer,Coulter,1381,3,0,"21-15, 21-6"
DI,1300,"Jefferson City, Tn",3/24/18,Austin Peay State ,Katelyn,Theiss,1157,4,1,"21-11, 21-12"
DI,1300,"Jefferson City, Tn",3/24/18,Austin Peay State ,Ashley,Slay,661,4,1,"21-11, 21-12"
DII,1300,"Jefferson City, Tn",3/24/18,Carson-Newman,Micah,Depetro,1387,4,0,"21-11, 21-12"
DII,1300,"Jefferson City, Tn",3/24/18,Carson-Newman,Abby,Struewing,1389,4,0,"21-11, 21-12"
DI,1300,"Jefferson City, Tn",3/24/18,Austin Peay State ,Kaylee,Taff,656,5,1,"21-15, 21-6"
DI,1300,"Jefferson City, Tn",3/24/18,Austin Peay State ,Chloe,Stitt,1154,5,1,"21-15, 21-6"
DII,1300,"Jefferson City, Tn",3/24/18,Carson-Newman,Gabrielle,Bailey,1385,5,0,"21-15, 21-6"
DII,1300,"Jefferson City, Tn",3/24/18,Carson-Newman,Micah,Palmer,1383,5,0,"21-15, 21-6"
DIII,1301,"Jefferson City, Tn",3/24/18,Huntingdon,Nichole,LeFevre,1145,1,0,"21-17, 21-12"
DIII,1301,"Jefferson City, Tn",3/24/18,Huntingdon,Emily,Fedonczak,1144,1,0,"21-17, 21-12"
DII,1301,"Jefferson City, Tn",3/24/18,Lincoln Memorial,Abby,Cash,837,1,1,"21-17, 21-12"
DII,1301,"Jefferson City, Tn",3/24/18,Lincoln Memorial,Lindsey,Nartker,830,1,1,"21-17, 21-12"
DIII,1301,"Jefferson City, Tn",3/24/18,Huntingdon,Alexis,Creasman,860,2,0,"21-14, 21-13"
DIII,1301,"Jefferson City, Tn",3/24/18,Huntingdon,Bria,Rochelle,862,2,0,"21-14, 21-13"
DII,1301,"Jefferson City, Tn",3/24/18,Lincoln Memorial,Danielle,Ged,826,2,1,"21-14, 21-13"
DII,1301,"Jefferson City, Tn",3/24/18,Lincoln Memorial,Hailey,Lake,1279,2,1,"21-14, 21-13"
DIII,1301,"Jefferson City, Tn",3/24/18,Huntingdon,Shelby,McAllister,1143,3,0,"21-16, 21-6"
DIII,1301,"Jefferson City, Tn",3/24/18,Huntingdon,Lexie,DeVuyst,863,3,0,"21-16, 21-6"
DII,1301,"Jefferson City, Tn",3/24/18,Lincoln Memorial,Rylee,Storms,1278,3,1,"21-16, 21-6"
DII,1301,"Jefferson City, Tn",3/24/18,Lincoln Memorial,Erica,Whiteaker,831,3,1,"21-16, 21-6"
DIII,1301,"Jefferson City, Tn",3/24/18,Huntingdon,Cheyenne,Scarborough,1149,4,0,"21-11, 21-16"
DIII,1301,"Jefferson City, Tn",3/24/18,Huntingdon,Addison,Genard,1147,4,0,"21-11, 21-16"
DII,1301,"Jefferson City, Tn",3/24/18,Lincoln Memorial,Kai,Wesemann,1282,4,1,"21-11, 21-16"
DII,1301,"Jefferson City, Tn",3/24/18,Lincoln Memorial,Danielle,Stachura,1280,4,1,"21-11, 21-16"
DIII,1301,"Jefferson City, Tn",3/24/18,Huntingdon,Kaitlyn,Carter,870,5,1,"21-18, 21-18"
DIII,1301,"Jefferson City, Tn",3/24/18,Huntingdon,Amy,Tyma,1150,5,1,"21-18, 21-18"
DII,1301,"Jefferson City, Tn",3/24/18,Lincoln Memorial,Beka,Wachob,832,5,0,"21-18, 21-18"
DII,1301,"Jefferson City, Tn",3/24/18,Lincoln Memorial,Tone,Gill,1284,5,0,"21-18, 21-18"
DI,1308,"Columbia, S.C.",3/25/18,FGCU,Mackenzie,Allen,510,1,0,"21-17, 22-20"
DI,1308,"Columbia, S.C.",3/25/18,FGCU,Amanda,Carroll,508,1,0,"21-17, 22-20"
DI,1308,"Columbia, S.C.",3/25/18,UNC Wilmington,Nicole,Lott,454,1,1,"21-17, 22-20"
DI,1308,"Columbia, S.C.",3/25/18,UNC Wilmington,Maddy,Kline,449,1,1,"21-17, 22-20"
DI,1308,"Columbia, S.C.",3/25/18,FGCU,Karissa,Rhoades,501,2,1,"21-18, 21-15"
DI,1308,"Columbia, S.C.",3/25/18,FGCU,Katherine,Puisis,503,2,1,"21-18, 21-15"
DI,1308,"Columbia, S.C.",3/25/18,UNC Wilmington,Halle,Hunt,452,2,0,"21-18, 21-15"
DI,1308,"Columbia, S.C.",3/25/18,UNC Wilmington,JM,Lewandowski,1918,2,0,"21-18, 21-15"
DI,1308,"Columbia, S.C.",3/25/18,FGCU,Ashley,Glickert,509,3,0,"21-19, 21-17"
DI,1308,"Columbia, S.C.",3/25/18,FGCU,Giovanna,Borgiotti,505,3,0,"21-19, 21-17"
DI,1308,"Columbia, S.C.",3/25/18,UNC Wilmington,Brynn,Montgomery,1922,3,1,"21-19, 21-17"
DI,1308,"Columbia, S.C.",3/25/18,UNC Wilmington,Katie,McCullough,453,3,1,"21-19, 21-17"
DI,1308,"Columbia, S.C.",3/25/18,FGCU,Kayla,Whetstone,940,4,0,"13-21, 22-20, 15-12"
DI,1308,"Columbia, S.C.",3/25/18,FGCU,Snowy,Burnam,1243,4,0,"13-21, 22-20, 15-12"
DI,1308,"Columbia, S.C.",3/25/18,UNC Wilmington,Jaime,Thomas,1925,4,1,"13-21, 22-20, 15-12"
DI,1308,"Columbia, S.C.",3/25/18,UNC Wilmington,Raquel,Rooney,456,4,1,"13-21, 22-20, 15-12"
DI,1308,"Columbia, S.C.",3/25/18,FGCU,Alanya,Ryan,1244,5,0,"21-19, 16-21, 15-13"
DI,1308,"Columbia, S.C.",3/25/18,FGCU,Kaitlan,Krivdo,504,5,0,"21-19, 16-21, 15-13"
DI,1308,"Columbia, S.C.",3/25/18,UNC Wilmington,Courtney,Mullinax,898,5,1,"21-19, 16-21, 15-13"
DI,1308,"Columbia, S.C.",3/25/18,UNC Wilmington,Kyla,Augustine,1923,5,1,"21-19, 16-21, 15-13"
DI,1309,"Columbia, S.C.",3/25/18,TCU,Cassie,House,335,1,0,"21-18, 21-19"
DI,1309,"Columbia, S.C.",3/25/18,TCU,Haven,Hill,323,1,0,"21-18, 21-19"
DI,1309,"Columbia, S.C.",3/25/18,UNC Wilmington,Nicole,Lott,454,1,1,"21-18, 21-19"
DI,1309,"Columbia, S.C.",3/25/18,UNC Wilmington,Maddy,Kline,449,1,1,"21-18, 21-19"
DI,1309,"Columbia, S.C.",3/25/18,TCU,Jensyn,Bledsoe,316,2,1,"21-14, 21-11"
DI,1309,"Columbia, S.C.",3/25/18,TCU,Molly,Scheel,796,2,1,"21-14, 21-11"
DI,1309,"Columbia, S.C.",3/25/18,UNC Wilmington,Halle,Hunt,452,2,0,"21-14, 21-11"
DI,1309,"Columbia, S.C.",3/25/18,UNC Wilmington,JM,Lewandowski,1918,2,0,"21-14, 21-11"
DI,1309,"Columbia, S.C.",3/25/18,TCU,Jillian,Bergeson,952,3,1,"21-14, 18-21, 21-19"
DI,1309,"Columbia, S.C.",3/25/18,TCU,Jaelyn,Greene,318,3,1,"21-14, 18-21, 21-19"
DI,1309,"Columbia, S.C.",3/25/18,UNC Wilmington,Brynn,Montgomery,1922,3,0,"21-14, 18-21, 21-19"
DI,1309,"Columbia, S.C.",3/25/18,UNC Wilmington,Katie,McCullough,453,3,0,"21-14, 18-21, 21-19"
DI,1309,"Columbia, S.C.",3/25/18,TCU,Jordan,Westendorf,955,4,1,"22-20, 21-15"
DI,1309,"Columbia, S.C.",3/25/18,TCU,Brooke,Sassin,951,4,1,"22-20, 21-15"
DI,1309,"Columbia, S.C.",3/25/18,UNC Wilmington,Jaime,Thomas,1925,4,0,"22-20, 21-15"
DI,1309,"Columbia, S.C.",3/25/18,UNC Wilmington,Raquel,Rooney,456,4,0,"22-20, 21-15"
DI,1309,"Columbia, S.C.",3/25/18,TCU,Claire,Doyle,317,5,0,"21-16, 21-16"
DI,1309,"Columbia, S.C.",3/25/18,TCU,Avery,Arellano,322,5,0,"21-16, 21-16"
DI,1309,"Columbia, S.C.",3/25/18,UNC Wilmington,Courtney,Mullinax,898,5,1,"21-16, 21-16"
DI,1309,"Columbia, S.C.",3/25/18,UNC Wilmington,Kyla,Augustine,1923,5,1,"21-16, 21-16"
DI,1310,"Ocean Park, Ca",3/25/18,Cal,Alexia,Inman,1087,1,0,"21-13, 24-22"
DI,1310,"Ocean Park, Ca",3/25/18,Cal,Mima,Mirkovic,1085,1,0,"21-13, 24-22"
DI,1310,"Ocean Park, Ca",3/25/18,UCLA,Nicole,McNamara,2,1,1,"21-13, 24-22"
DI,1310,"Ocean Park, Ca",3/25/18,UCLA,Megan,McNamara,1,1,1,"21-13, 24-22"
DI,1310,"Ocean Park, Ca",3/25/18,Cal,Iya,Lindahl,79,2,0,"21-18, 21-13"
DI,1310,"Ocean Park, Ca",3/25/18,Cal,Jessica,Gaffney,86,2,0,"21-18, 21-13"
DI,1310,"Ocean Park, Ca",3/25/18,UCLA,Sarah,Sponcil ,247,2,1,"21-18, 21-13"
DI,1310,"Ocean Park, Ca",3/25/18,UCLA,Lily,Justine,9,2,1,"21-18, 21-13"
DI,1310,"Ocean Park, Ca",3/25/18,Cal,Madison,Dueck,807,3,0,"23-21, 21-19"
DI,1310,"Ocean Park, Ca",3/25/18,Cal,Bryce,Bark,80,3,0,"23-21, 21-19"
DI,1310,"Ocean Park, Ca",3/25/18,UCLA,Savvy,Simo,745,3,1,"23-21, 21-19"
DI,1310,"Ocean Park, Ca",3/25/18,UCLA,Zana,Muno,1019,3,1,"23-21, 21-19"
DI,1310,"Ocean Park, Ca",3/25/18,Cal,Caroline,Schafer,1084,4,0,"21-19, 21-12"
DI,1310,"Ocean Park, Ca",3/25/18,Cal,Mia,Merino,78,4,0,"21-19, 21-12"
DI,1310,"Ocean Park, Ca",3/25/18,UCLA,Mac,May,1017,4,1,"21-19, 21-12"
DI,1310,"Ocean Park, Ca",3/25/18,UCLA,Elise,Zappia,5,4,1,"21-19, 21-12"
DI,1310,"Ocean Park, Ca",3/25/18,Cal,Grace,Campbell,82,5,0,"21-17, 21-18"
DI,1310,"Ocean Park, Ca",3/25/18,Cal,Maddie,Micheletti,1086,5,0,"21-17, 21-18"
DI,1310,"Ocean Park, Ca",3/25/18,UCLA,Izzy,Carey,8,5,1,"21-17, 21-18"
DI,1310,"Ocean Park, Ca",3/25/18,UCLA,Megan,Muret,1048,5,1,"21-17, 21-18"
DI,1311," Ocean Park, Ca ",3/25/18,Arizona,Natalie,Anselmo,136,1,0,"21-9, 25-23"
DI,1311," Ocean Park, Ca ",3/25/18,Arizona,Olivia,Macdonald,127,1,0,"21-9, 25-23"
DI,1311," Ocean Park, Ca ",3/25/18,USC,Tina,Graudina,1056,1,1,"21-9, 25-23"
DI,1311," Ocean Park, Ca ",3/25/18,USC,Abril,Bustamante,28,1,1,"21-9, 25-23"
DI,1311," Ocean Park, Ca ",3/25/18,Arizona,Kacey,Nady,929,2,0,"21-15, 24-22"
DI,1311," Ocean Park, Ca ",3/25/18,Arizona,Olivia,Hallaran,133,2,0,"21-15, 24-22"
DI,1311," Ocean Park, Ca ",3/25/18,USC,Sammy,Slater,1053,2,1,"21-15, 24-22"
DI,1311," Ocean Park, Ca ",3/25/18,USC,Terese,Cannon,26,2,1,"21-15, 24-22"
DI,1311," Ocean Park, Ca ",3/25/18,Arizona,Mia,Mason,135,3,0,"18-21, 21-16, 15-9"
DI,1311," Ocean Park, Ca ",3/25/18,Arizona,Makenna,Martin,1523,3,0,"18-21, 21-16, 15-9"
DI,1311," Ocean Park, Ca ",3/25/18,USC,Joy,Dennis,29,3,1,"18-21, 21-16, 15-9"
DI,1311," Ocean Park, Ca ",3/25/18,USC,Haley,Hallgren,1055,3,1,"18-21, 21-16, 15-9"
DI,1311," Ocean Park, Ca ",3/25/18,Arizona,Stephany,Purdue,928,4,0,"13-21, 21-12, 15-9"
DI,1311," Ocean Park, Ca ",3/25/18,Arizona,Hailey,Devlin,131,4,0,"13-21, 21-12, 15-9"
DI,1311," Ocean Park, Ca ",3/25/18,USC,Jo,Kremer,31,4,1,"13-21, 21-12, 15-9"
DI,1311," Ocean Park, Ca ",3/25/18,USC,Jenna,Belton,30,4,1,"13-21, 21-12, 15-9"
DI,1311," Ocean Park, Ca ",3/25/18,Arizona,Brooke,Burling,132,5,1,"11-21, 21-19, 16-14"
DI,1311," Ocean Park, Ca ",3/25/18,Arizona,Jonny,Baham,927,5,1,"11-21, 21-19, 16-14"
DI,1311," Ocean Park, Ca ",3/25/18,USC,Maja,Kaiser,1052,5,0,"11-21, 21-19, 16-14"
DI,1311," Ocean Park, Ca ",3/25/18,USC,Cammie,Dorn,752,5,0,"11-21, 21-19, 16-14"
DI,1312,"Ocean Park, Ca",3/25/18,UCLA,Megan,McNamara,1,1,1,"21-18, 21-12"
DI,1312,"Ocean Park, Ca",3/25/18,UCLA,Nicole,McNamara,2,1,1,"21-18, 21-12"
DI,1312,"Ocean Park, Ca",3/25/18,Washington,Kimmy,Gardiner,1307,1,0,"21-18, 21-12"
DI,1312,"Ocean Park, Ca",3/25/18,Washington,Jordan,Anderson,7,1,0,"21-18, 21-12"
DI,1312,"Ocean Park, Ca",3/25/18,UCLA,Sarah,Sponcil ,247,2,0,"17-21, 22-20, 15-13"
DI,1312,"Ocean Park, Ca",3/25/18,UCLA,Lily,Justine,9,2,0,"17-21, 22-20, 15-13"
DI,1312,"Ocean Park, Ca",3/25/18,Washington,Destiny,Julye,182,2,1,"17-21, 22-20, 15-13"
DI,1312,"Ocean Park, Ca",3/25/18,Washington,Courtney,Schwan,178,2,1,"17-21, 22-20, 15-13"
DI,1312,"Ocean Park, Ca",3/25/18,UCLA,Savvy,Simo,745,3,1,"21-16, 21-11"
DI,1312,"Ocean Park, Ca",3/25/18,UCLA,Zana,Muno,1019,3,1,"21-16, 21-11"
DI,1312,"Ocean Park, Ca",3/25/18,Washington,Shayne,Mcpherson,177,3,0,"21-16, 21-11"
DI,1312,"Ocean Park, Ca",3/25/18,Washington,Carly,Dehoog,183,3,0,"21-16, 21-11"
DI,1312,"Ocean Park, Ca",3/25/18,UCLA,Mac,May,1017,4,1,"21-16, 18-21, 15-4"
DI,1312,"Ocean Park, Ca",3/25/18,UCLA,Elise,Zappia,5,4,1,"21-16, 18-21, 15-4"
DI,1312,"Ocean Park, Ca",3/25/18,Washington,Natalie,Robinson,1976,4,0,"21-16, 18-21, 15-4"
DI,1312,"Ocean Park, Ca",3/25/18,Washington,Anna,Crabtree,184,4,0,"21-16, 18-21, 15-4"
DI,1312,"Ocean Park, Ca",3/25/18,UCLA,Megan,Muret,1048,5,1,"21-17, 21-8"
DI,1312,"Ocean Park, Ca",3/25/18,UCLA,Izzy,Carey,8,5,1,"21-17, 21-8"
DI,1312,"Ocean Park, Ca",3/25/18,Washington,Emma,Calle,1306,5,0,"21-17, 21-8"
DI,1312,"Ocean Park, Ca",3/25/18,Washington,Kara,Bajema,1304,5,0,"21-17, 21-8"
DI,1313,"Ocean Park, Ca",3/25/18,ASU,Kwyn,Johnson,144,1,0,"21-15, 21-9"
DI,1313,"Ocean Park, Ca",3/25/18,ASU,Mia,Rivera,151,1,0,"21-15, 21-9"
DI,1313,"Ocean Park, Ca",3/25/18,Stanford,Kathryn,Plummer,58,1,1,"21-15, 21-9"
DI,1313,"Ocean Park, Ca",3/25/18,Stanford,Sunny,Villapando,1212,1,1,"21-15, 21-9"
